time,rpm,tps,water,a/f
12:00.9,6848,26,94,21.02575
12:01.0,7017,27,94,19.5215
12:01.1,6893,29,94,16.7
12:01.2,6996,29,94,15.3855
12:01.3,7030,29,95,16.513
12:01.4,6115,7,94,14.48625
12:01.5,6040,8,94,15.73475
12:01.6,5886,8,95,19.5215
12:01.7,5615,8,95,20.99825
12:01.8,5405,10,95,20.044
12:01.9,5199,18,95,19.439
12:02.0,5756,31,95,18.32525
12:02.1,5998,31,95,15.842
12:02.2,6386,31,95,10.5235
12:02.3,6241,30,95,10.92775
12:02.4,6296,30,95,14.36525
12:02.5,6212,30,95,13.895
12:02.6,6371,30,95,14.52475
12:02.7,6414,30,95,15.5725
12:02.8,6921,46,95,15.358
12:02.9,7239,47,95,16.205
12:03.0,8141,59,95,16.084
12:03.1,8333,59,95,16.10875
12:03.2,8511,60,95,15.22325
12:03.3,8340,25,95,13.9885
12:03.4,8123,11,95,21.078
12:03.5,7855,10,95,19.42525
12:03.6,7678,10,95,21.078
12:03.7,7533,10,95,19.8845
12:03.8,7161,9,95,21.03675
12:03.9,6975,9,95,19.802
12:04.0,6764,9,95,19.90925
12:04.1,6528,9,95,21.1715
12:04.2,6321,9,95,19.53525
12:04.3,5662,10,95,19.439
12:04.4,5456,10,95,20.90475
12:04.5,5246,10,95,21.32
12:04.6,5032,11,95,19.66725
12:04.7,4675,11,95,21.144
12:04.8,4559,11,95,19.615
12:04.9,4402,10,95,21.06425
12:05.0,4273,10,95,21.32
12:05.1,4285,11,95,19.615
12:05.2,4492,19,95,20.58025
12:05.3,4461,20,95,16.326
12:05.4,4593,24,95,13.57325
12:05.5,4885,25,95,14.8465
12:05.6,5092,25,95,13.0095
12:05.7,5218,25,95,13.15525
12:05.8,5323,25,95,14.8355
12:05.9,5394,25,95,13.51825
12:06.0,5553,28,95,15.46525
12:06.1,5714,30,95,14.04075
12:06.2,5799,34,95,15.18475
12:06.3,6165,35,95,15.303
12:06.4,6519,35,95,15.2095
12:06.5,6127,11,95,16.95575
12:06.6,6264,13,95,17.29125
12:06.7,6129,13,95,21.02575
12:06.8,5969,13,95,20.72875
12:06.9,5595,16,95,19.8955
12:07.0,5485,17,95,21.18525
12:07.1,5517,19,95,19.57375
12:07.2,5263,19,95,20.24475
12:07.3,5474,24,95,19.681
12:07.4,5683,31,95,16.634
12:07.5,5603,27,95,16.35075
12:07.6,5926,25,95,16.084
12:07.7,5929,25,95,14.76675
12:07.8,6067,25,95,14.258
12:07.9,6159,30,95,16.01525
12:08.0,6325,31,95,16.337
12:08.1,6338,26,95,14.929
12:08.2,6328,22,95,15.8695
12:08.3,5804,10,95,14.86025
12:08.4,5859,10,95,19.81575
12:08.5,5460,13,95,19.615
12:08.6,5723,25,95,20.48675
12:08.7,5477,25,95,16.084
12:08.8,5645,25,95,16.7275
12:08.9,6646,49,95,15.85575
12:09.0,7121,49,95,12.1075
12:09.1,7618,49,95,11.75825
12:09.2,7938,49,95,14.2305
12:09.3,7393,8,95,21.133
12:09.4,7006,9,95,21.133
12:09.5,6853,9,95,19.48025
12:09.6,6330,8,95,20.45925
12:09.7,6212,7,95,19.50775
12:09.8,5937,6,95,21.1055
12:09.9,5369,7,95,19.857
12:10.0,4522,7,95,19.857
12:10.1,4439,7,95,20.78375
12:10.2,4244,17,95,21.144
12:10.3,4982,28,95,19.439
12:10.4,4901,29,95,18.273
12:10.5,5135,29,95,13.82625
12:10.6,5238,29,95,12.63275
12:10.7,5311,18,95,14.60725
12:10.8,4652,11,95,14.43125
12:10.9,4658,11,95,21.012
12:11.0,4464,11,95,20.44825
12:11.1,4214,11,95,16.8485
12:11.2,4332,11,95,18.218
12:11.3,4127,14,95,16.68625
12:11.4,4319,18,95,14.445
12:11.5,4479,20,95,15.94925
12:11.6,4738,21,95,13.63925
12:11.7,5086,22,95,13.15525
12:11.8,5191,29,95,14.4175
12:11.9,5592,37,95,13.345
12:12.0,5746,38,95,13.048
12:12.1,6419,39,95,13.466
12:12.2,6581,39,95,13.39725
12:12.3,7542,39,95,15.666
12:12.4,7470,17,95,16.35075
12:12.5,7301,17,95,17.7065
12:12.6,7267,17,95,17.734
12:12.7,7793,28,95,12.75375
12:12.8,7307,17,95,13.719
12:12.9,7309,43,95,17.84125
12:13.0,7560,29,95,14.0545
12:13.1,7722,29,95,19.23825
12:13.2,7725,45,96,18.9165
12:13.3,8270,46,96,18.25925
12:13.4,8542,46,96,12.55025
12:13.5,7770,6,95,17.3985
12:13.6,7615,7,95,19.50775
12:13.7,7396,7,95,20.7975
12:13.8,7104,7,95,20.957
12:13.9,6820,7,95,19.54625
12:14.0,6077,7,96,20.97075
12:14.1,5896,8,96,21.02575
12:14.2,5669,8,96,19.494
12:14.3,5477,9,96,21.11925
12:14.4,5314,18,96,21.15775
12:14.5,5347,27,96,19.4005
12:14.6,5656,28,96,21.1055
12:14.7,5493,30,96,19.857
12:14.8,5656,30,96,15.116
12:14.9,5776,31,96,16.07025
12:15.0,6038,31,96,15.10225
12:15.1,6592,43,96,14.91525
12:15.2,7261,49,96,16.09775
12:15.3,7411,49,96,14.88775
12:15.4,7606,25,96,16.2435
12:15.5,6860,9,96,16.4855
12:15.6,6850,13,96,16.95575
12:15.7,6783,13,96,21.0505
12:15.8,6416,11,96,19.45275
12:15.9,6231,11,96,20.5555
12:16.0,6054,11,96,21.265
12:16.1,5841,16,96,19.57375
12:16.2,5870,34,96,21.133
12:16.3,6549,39,96,21.1715
12:16.4,6592,39,96,15.98775
12:16.5,6998,38,96,12.8885
12:16.6,7035,38,96,12.39075
12:16.7,7381,42,96,13.15525
12:16.8,9023,65,96,12.33575
12:16.9,9309,11,96,16.09775
12:17.0,9209,9,96,21.11925
12:17.1,8314,7,96,19.439
12:17.2,8092,8,96,21.1055
12:17.3,7643,7,96,21.133
12:17.4,7329,8,96,19.4005
12:17.5,7153,8,96,21.11925
12:17.6,6730,8,96,19.48025
12:17.7,6332,8,96,21.21275
12:17.8,6081,8,96,19.42525
12:17.9,5828,8,96,21.09175
12:18.0,5593,8,96,20.099
12:18.1,5135,8,96,21.265
12:18.2,4909,8,96,19.7745
12:18.3,4750,8,96,19.978
12:18.4,4537,11,96,21.2925
12:18.5,4580,17,96,19.7085
12:18.6,4901,17,96,20.99825
12:18.7,4444,18,96,21.11925
12:18.8,4851,18,96,16.821
12:18.9,4204,7,96,17.53325
12:19.0,4264,14,96,15.89425
12:19.1,4981,15,96,18.35275
12:19.2,4436,15,96,21.1055
12:19.3,5088,26,96,15.82825
12:19.4,5269,26,96,14.8465
12:19.5,5331,25,96,13.6255
12:19.6,5544,41,96,14.7805
12:19.7,5797,47,96,13.12775
12:19.8,6517,59,96,12.75375
12:19.9,7004,59,96,11.409
12:20.0,7399,14,96,15.31675
12:20.1,6397,11,96,17.13175
12:20.2,6336,8,96,16.10875
12:20.3,6062,8,96,20.9845
12:20.4,5833,9,96,21.1055
12:20.5,5634,9,96,19.60125
12:20.6,5405,10,96,21.02575
12:20.7,5211,12,96,21.2265
12:20.8,5156,22,96,19.62875
12:20.9,5650,24,96,21.09175
12:21.0,4981,13,96,11.9755
12:21.1,5068,13,96,18.4875
12:21.2,4997,13,96,21.133
12:21.3,4934,13,96,19.2795
12:21.4,5055,18,96,17.063
12:21.5,4935,19,96,15.25075
12:21.6,5452,51,96,16.22975
12:21.7,6040,50,96,14.2305
12:21.8,6317,51,96,11.1945
12:21.9,7192,49,96,12.51175
12:22.0,7643,53,96,14.57975
12:22.1,8005,52,96,16.15
12:22.2,9393,11,96,19.373
12:22.3,7948,12,96,21.0505
12:22.4,6883,13,96,20.72875
12:22.5,6850,13,96,21.02575
12:22.6,6773,24,96,19.8845
12:22.7,7131,37,96,20.77
12:22.8,7239,38,96,14.9015
12:22.9,7019,6,96,11.04875
12:23.0,6519,7,96,13.653
12:23.1,6517,6,96,19.5215
12:23.2,6281,7,96,21.254
12:23.3,5771,10,96,19.48025
12:23.4,5548,15,96,21.254
12:23.5,5456,29,97,21.24025
12:23.6,5748,12,97,15.303
12:23.7,5503,22,96,16.52675
12:23.8,5415,6,97,15.842
12:23.9,4942,9,97,13.048
12:24.0,5295,34,97,21.1715
12:24.1,5870,30,97,19.736
12:24.2,5514,13,97,15.52025
12:24.3,4994,13,97,12.443
12:24.4,5341,17,97,16.09775
12:24.5,5397,13,97,20.165
12:24.6,4890,7,97,18.25925
12:24.7,4913,10,97,18.097
12:24.8,4774,14,97,21.078
12:24.9,5108,21,97,19.615
12:25.0,5034,35,97,17.91
12:25.1,5428,44,97,15.65225
12:25.2,5872,45,97,12.014
12:25.3,5637,7,97,12.21475
12:25.4,5208,16,97,14.06825
12:25.5,6177,32,97,21.11925
12:25.6,5914,7,97,16.447
12:25.7,5118,9,97,10.75175
12:25.8,5539,40,97,17.855
12:25.9,6371,27,97,19.62875
12:26.0,5645,17,97,15.18475
12:26.1,5430,23,97,13.39725
12:26.2,6386,41,97,15.07475
12:26.3,6294,28,97,12.17625
12:26.4,6519,23,97,16.37825
12:26.5,6454,16,97,16.7275
12:26.6,6328,14,97,14.79425
12:26.7,5984,6,97,15.53125
12:26.8,5901,6,97,15.49275
12:26.9,5719,7,97,19.5215
12:27.0,5460,7,97,21.15775
12:27.1,5233,13,97,21.36125
12:27.2,5246,20,97,19.54625
12:27.3,5329,22,97,21.33375
12:27.4,5218,22,97,19.9505
12:27.5,5265,24,97,15.64125
12:27.6,5463,27,97,15.7485
12:27.7,5466,28,97,15.64125
12:27.8,5635,30,97,13.9885
12:27.9,5879,38,97,16.0015
12:28.0,6565,39,97,13.63925
12:28.1,7107,39,97,15.67975
12:28.2,7318,39,97,15.94925
12:28.3,7551,39,97,14.21675
12:28.4,8438,39,97,16.10875
12:28.5,8561,39,97,17.6955
12:28.6,8557,39,97,15.7595
12:28.7,8680,39,97,17.68175
12:28.8,8381,16,97,17.58825
12:28.9,7951,33,97,15.963
12:29.0,9115,47,97,20.9295
12:29.1,8152,28,97,15.06375
12:29.2,8491,40,97,19.50775
12:29.3,8628,7,97,15.43775
12:29.4,7822,9,97,20.94325
12:29.5,6985,9,97,19.45275
12:29.6,6778,9,97,21.03675
12:29.7,6362,11,97,20.9845
12:29.8,6175,17,97,21.06425
12:29.9,6040,18,97,19.38675
12:30.0,5790,9,97,12.91325
12:30.1,6058,10,97,15.94925
12:30.2,5914,7,97,20.45925
12:30.3,5739,7,97,21.15775
12:30.4,5526,7,97,19.65625
12:30.5,5298,8,97,20.94325
12:30.6,5145,28,97,19.45275
12:30.7,5735,45,97,21.02575
12:30.8,5841,42,97,19.21075
12:30.9,6075,34,97,10.6995
12:31.0,5560,26,97,12.861
12:31.1,6810,46,97,21.09175
12:31.2,6535,7,97,20.5005
12:31.3,5395,24,98,19.5875
12:31.4,6646,20,98,20.4345
12:31.5,5746,11,98,11.893
12:31.6,5963,38,98,12.806
12:31.7,7233,49,98,19.802
12:31.8,6390,6,98,17.4535
12:31.9,5846,19,97,13.224
12:32.0,7025,39,98,15.98775
12:32.1,6768,15,98,20.715
12:32.2,6194,18,98,13.39725
12:32.3,6521,35,98,11.948
12:32.4,7228,35,98,15.8695
12:32.5,6544,29,98,11.222
12:32.6,7170,32,98,13.0755
12:32.7,6202,10,98,11.04875
12:32.8,6454,12,98,17.47825
12:32.9,6099,12,98,19.57375
12:33.0,5905,12,98,21.21275
12:33.1,5602,15,98,19.54625
12:33.2,5361,18,98,21.0505
12:33.3,5468,22,98,18.823
12:33.4,5408,22,98,21.15775
12:33.5,5487,27,98,17.492
12:33.6,5562,28,98,17.38475
12:33.7,5578,28,98,16.7
12:33.8,5817,28,98,14.55225
12:33.9,5963,28,98,15.31675
12:34.0,6093,28,98,16.205
12:34.1,5967,21,98,15.908
12:34.2,6038,26,98,15.43775
12:34.3,6243,29,98,15.39925
12:34.4,6291,30,98,14.73925
12:34.5,6347,30,98,16.37825
12:34.6,6408,31,98,16.68625
12:34.7,6616,35,98,15.303
12:34.8,6923,38,98,16.392
12:34.9,7509,40,98,15.963
12:35.0,10376,7,98,20.91575
12:35.1,10151,6,98,20.91575
12:35.2,9811,6,98,19.373
12:35.3,9674,7,98,20.9295
12:35.4,9484,7,98,20.5005
12:35.5,9241,7,98,19.6425
12:35.6,9001,7,98,21.02575
12:35.7,8733,7,98,19.62875
12:35.8,8127,10,98,21.03675
12:35.9,7861,11,98,19.60125
12:36.0,8212,39,98,19.494
12:36.1,7982,53,98,15.3855
12:36.2,8589,58,98,16.10875
12:36.3,8945,58,98,14.258
12:36.4,9168,58,98,13.18275
12:36.5,8806,20,98,21.02575
12:36.6,8495,16,98,19.4005
12:36.7,8120,15,98,21.02575
12:36.8,7637,19,98,21.02575
12:36.9,7115,24,98,20.97075
12:37.0,6833,20,98,16.9035
12:37.1,6474,9,98,15.52025
12:37.2,6231,19,99,19.69475
12:37.3,5635,16,98,17.07675
12:37.4,5482,16,98,21.012
12:37.5,5311,16,98,20.528
12:37.6,5230,16,99,18.96875
12:37.7,5275,22,99,17.7615
12:37.8,5506,39,99,16.821
12:37.9,5765,39,99,16.876
12:38.0,6830,38,99,13.961
12:38.1,6931,38,99,13.8125
12:38.2,7062,15,99,13.8015
12:38.3,6936,13,99,13.1415
12:38.4,6931,7,99,15.34425
12:38.5,6756,7,99,16.5405
12:38.6,6576,7,99,20.77
12:38.7,6405,7,99,21.18525
12:38.8,6190,7,99,19.439
12:38.9,5765,6,99,21.27875
12:39.0,5555,6,99,19.615
12:39.1,5296,6,99,21.199
12:39.2,5071,7,99,21.265
12:39.3,4862,7,99,19.42525
12:39.4,4481,7,99,21.144
12:39.5,4258,7,99,19.69475
12:39.6,4097,9,99,21.36125
12:39.7,4342,17,99,19.48025
12:39.8,4230,18,99,19.439
12:39.9,4413,18,99,14.76675
12:40.0,4456,15,99,13.598
12:40.1,4254,11,99,14.98125
12:40.2,4209,11,99,13.9885
12:40.3,4259,11,99,16.0565
12:40.4,4274,11,99,17.56075
12:40.5,4276,18,99,16.21875
12:40.6,4905,36,99,14.808
12:40.7,5217,41,99,12.17625
12:40.8,5488,41,99,12.96825
12:40.9,5725,38,99,12.256
12:41.0,6046,36,99,14.00225
12:41.1,6315,34,99,14.2965
12:41.2,6641,34,99,13.06175
12:41.3,6855,34,99,15.3305
12:41.4,7004,34,99,15.52025
12:41.5,7428,32,99,14.9565
12:41.6,7473,32,99,13.66675
12:41.7,7554,32,99,15.6275
12:41.8,7455,32,99,15.4515
12:41.9,7674,44,99,15.10225
12:42.0,8589,44,99,15.05
12:42.1,8187,20,99,15.43775
12:42.2,7738,17,99,15.7485
12:42.3,7995,17,99,21.02575
12:42.4,7796,6,99,19.50775
12:42.5,7600,7,99,20.77
12:42.6,7419,7,99,21.18525
12:42.7,7181,7,99,19.439
12:42.8,6959,10,99,20.84975
12:42.9,6754,22,99,21.11925
12:43.0,7164,29,99,19.5215
12:43.1,7267,30,99,17.59925
12:43.2,7072,27,99,12.8885
12:43.3,6592,6,99,12.45675
12:43.4,6611,7,99,15.27825
12:43.5,6528,9,99,21.012
12:43.6,6336,13,99,19.50775
12:43.7,6358,24,99,21.0505
12:43.8,6808,27,99,21.078
12:43.9,6858,44,99,12.861
12:44.0,7476,49,99,13.6255
12:44.1,7757,49,99,13.0095
12:44.2,6941,7,99,15.171
12:44.3,7203,9,99,19.9505
12:44.4,6632,14,99,21.1715
12:44.5,6616,27,99,19.56
12:44.6,6783,35,99,20.891
12:44.7,6895,40,99,19.1585
12:44.8,7219,40,99,17.14275
12:44.9,7261,37,99,16.4195
12:45.0,7606,52,99,15.908
12:45.1,9062,58,99,13.2625
12:45.2,9600,52,99,13.18275
12:45.3,9962,51,99,14.91525
12:45.4,9931,8,99,20.957
12:45.5,8988,8,99,20.97075
12:45.6,8794,9,99,21.012
12:45.7,8457,9,99,19.4005
12:45.8,8078,9,99,20.957
12:45.9,7712,9,99,20.97075
12:46.0,6771,9,99,21.09175
12:46.1,6613,10,99,20.99825
12:46.2,6384,9,99,19.54625
12:46.3,6210,9,99,21.1715
12:46.4,6013,9,99,21.06425
12:46.5,5751,9,99,19.5875
12:46.6,5020,9,99,19.65625
12:46.7,4780,9,99,21.1055
12:46.8,4584,8,99,19.66725
12:46.9,4373,8,99,20.6765
12:47.0,4120,9,99,19.7085
12:47.1,4046,9,99,20.75625
12:47.2,4011,13,99,21.32
12:47.3,4549,24,99,19.65625
12:47.4,4356,20,99,19.66725
12:47.5,4277,10,99,15.2645
12:47.6,4379,11,99,12.5915
12:47.7,4083,7,99,15.70725
12:47.8,4770,50,99,19.53525
12:47.9,5178,50,99,21.21275
12:48.0,5217,50,99,15.53125
12:48.1,5785,50,99,9.8525
12:48.2,6294,52,99,11.04875
12:48.3,6880,52,99,11.706
12:48.4,7046,52,99,12.8885
12:48.5,7175,52,99,15.12975
12:48.6,8109,53,99,15.52025
12:48.7,8423,53,99,14.94275
12:48.8,10434,6,99,20.9845
12:48.9,9209,8,99,21.09175
12:49.0,6618,10,99,21.18525
12:49.1,5859,13,99,20.836
12:49.2,5097,18,99,20.836
12:49.3,5008,18,99,21.27875
12:49.4,5068,18,99,18.87525
12:49.5,5066,20,99,17.3325
12:49.6,5103,20,99,17.17025
12:49.7,4904,16,99,15.15725
12:49.8,4663,16,99,15.89425
12:49.9,4394,16,99,14.9675
12:50.0,4466,16,99,13.477
12:50.1,4509,16,99,15.171
12:50.2,4649,16,99,14.9015
12:50.3,4815,7,99,13.048
12:50.4,4157,6,99,14.79425
12:50.5,4031,6,99,20.63525
12:50.6,4051,6,99,19.681
12:50.7,3932,6,99,21.27875
12:50.8,3794,7,99,20.03025
12:50.9,3715,7,99,19.7635
12:51.0,3576,7,99,21.1715
12:51.1,3523,8,99,19.7085
12:51.2,3515,9,99,20.231
12:51.3,3509,9,99,20.77
12:51.4,3501,15,99,18.46
12:51.5,3827,18,99,18.93025
12:51.6,4009,19,99,16.9035
12:51.7,4164,19,100,13.12775
12:51.8,4292,7,99,14.02975
12:51.9,3496,7,100,16.821
12:52.0,3465,7,100,21.1715
12:52.1,3469,9,100,21.36125
12:52.2,3535,10,100,19.7085
12:52.3,3627,18,100,21.254
12:52.4,3794,18,100,17.68175
12:52.5,3909,18,100,13.57325
12:52.6,4231,18,100,12.443
12:52.7,4546,18,100,12.09375
12:52.8,5033,18,99,12.4045
12:52.9,5055,18,100,12.135
12:53.0,5192,18,100,14.55225
12:53.1,5214,18,100,13.8125
12:53.2,5320,18,100,15.85575
12:53.3,5445,18,100,14.40375
12:53.4,5474,18,100,15.6
12:53.5,5436,18,100,16.876
12:53.6,5463,18,100,17.65425
12:53.7,5501,18,100,15.787
12:53.8,5389,18,100,17.10425
12:53.9,5469,19,100,15.842
12:54.0,5430,19,100,18.01725
12:54.1,5522,19,100,17.89625
12:54.2,5460,19,100,15.85575
12:54.3,5516,20,100,17.34625
12:54.4,5436,20,99,17.6955
12:54.5,5532,20,100,15.292
12:54.6,5555,20,100,16.942
12:54.7,5605,20,100,16.447
12:54.8,5597,20,99,15.55875
12:54.9,5620,20,100,18.51225
12:55.0,5608,20,100,15.65225
12:55.1,5690,20,100,17.17025
12:55.2,5712,20,100,15.6
12:55.3,5662,20,99,17.184
12:55.4,5746,20,99,17.3985
12:55.5,5669,20,99,15.413
12:55.6,5804,26,99,16.9695
12:55.7,5942,26,99,16.92825
12:55.8,6177,27,99,14.203
12:55.9,6229,27,99,15.479
12:56.0,6394,27,99,15.787
12:56.1,6379,24,100,14.7145
12:56.2,6405,24,100,16.1225
12:56.3,6441,24,100,16.13625
12:56.4,6375,23,100,13.9225
12:56.5,6296,23,99,15.07475
12:56.6,6275,23,100,14.5
12:56.7,6294,22,100,13.88125
12:56.8,6093,12,100,15.4515
12:56.9,5552,6,99,14.21675
12:57.0,5463,15,99,17.53325
12:57.1,5639,20,100,21.199
12:57.2,5364,11,100,19.54625
12:57.3,5129,15,99,18.17675
12:57.4,5266,17,99,21.15775
12:57.5,5281,16,99,18.031
12:57.6,5108,14,99,16.40575
12:57.7,5081,14,100,16.10875
12:57.8,5170,19,100,14.57975
12:57.9,5253,24,100,15.8695
12:58.0,5391,24,100,15.52025
12:58.1,5458,25,100,13.532
12:58.2,5642,31,100,14.995
12:58.3,6000,37,100,15.413
12:58.4,6366,37,100,13.82625
12:58.5,6749,41,100,14.9675
12:58.6,7056,43,100,14.566
12:58.7,7393,45,100,15.8805
12:58.8,7659,45,100,14.36525
12:58.9,7918,43,99,14.2305
12:59.0,7999,20,100,16.37825
12:59.1,7273,6,100,15.6275
12:59.2,7411,6,100,19.3455
12:59.3,7253,6,100,21.133
12:59.4,7054,6,100,19.57375
12:59.5,6926,6,100,19.857
12:59.6,6710,6,100,21.18525
12:59.7,6567,6,100,19.615
12:59.8,6177,7,100,21.15775
12:59.9,5978,7,100,19.439
13:00.0,5813,7,100,20.891
13:00.1,5617,7,100,21.21275
13:00.2,5487,7,100,19.41425
13:00.3,5289,6,100,21.09175
13:00.4,5100,7,100,21.32
13:00.5,4900,7,100,19.4005
13:00.6,4532,7,100,21.3475
13:00.7,4339,7,100,19.494
13:00.8,4183,7,100,21.265
13:00.9,3997,7,100,20.3795
13:01.0,3918,10,100,19.373
13:01.1,4014,12,100,21.2265
13:01.2,4129,14,100,20.36575
13:01.3,3857,14,100,16.67525
13:01.4,4113,14,100,16.22975
13:01.5,4150,14,100,14.67325
13:01.6,4230,14,100,14.269
13:01.7,4334,14,100,15.5065
13:01.8,4375,14,100,13.70525
13:01.9,4306,11,100,14.687
13:02.0,4302,11,100,14.88775
13:02.1,4297,11,100,16.7275
13:02.2,4264,12,100,17.855
13:02.3,4398,13,100,15.18475
13:02.4,4266,13,100,15.842
13:02.5,4469,20,100,16.084
13:02.6,5079,28,100,14.64575
13:02.7,5214,28,100,13.54575
13:02.8,5259,28,100,12.432
13:02.9,5347,28,100,14.28275
13:03.0,5585,32,100,14.2965
13:03.1,5883,39,100,12.87475
13:03.2,6551,38,100,14.269
13:03.3,6838,38,100,13.42475
13:03.4,7083,20,100,15.1435
13:03.5,6434,6,100,14.995
13:03.6,6505,10,100,14.60725
13:03.7,6373,12,100,21.144
13:03.8,5760,8,100,19.5875
13:03.9,5550,10,100,21.18525
13:04.0,5325,10,100,19.7635
13:04.1,5084,10,100,20.649
13:04.2,4891,11,100,21.2925
13:04.3,5097,24,100,20.891
13:04.4,5206,26,100,18.08325
13:04.5,5572,35,100,14.511
13:04.6,5719,36,100,15.2645
13:04.7,6058,36,100,14.9015
13:04.8,6298,36,100,13.5045
13:04.9,6606,40,100,14.98125
13:05.0,6830,43,100,15.53125
13:05.1,7115,45,100,13.961
13:05.2,7126,22,100,15.70725
13:05.3,6783,21,100,15.73475
13:05.4,6535,6,100,15.49275
13:05.5,6445,7,100,15.5725
13:05.6,6225,7,100,19.38675
13:05.7,5971,7,100,21.254
13:05.8,5530,15,100,19.736
13:05.9,5414,27,100,21.24025
13:06.0,6184,37,100,18.9165
13:06.1,6528,37,100,12.51175
13:06.2,6620,38,100,11.11475
13:06.3,6926,42,100,14.31025
13:06.4,7167,44,100,15.842
13:06.5,7793,50,100,15.94925
13:06.6,8381,50,100,14.88775
13:06.7,8518,51,100,16.80725
13:06.8,8765,51,100,17.1565
13:06.9,8408,6,100,15.43775
13:07.0,7835,7,100,21.078
13:07.1,7621,7,100,19.4665
13:07.2,7019,7,100,21.06425
13:07.3,6542,7,100,21.133
13:07.4,6347,7,100,21.21275
13:07.5,6131,7,100,20.36575
13:07.6,5890,7,100,21.2265
13:07.7,5671,7,100,19.7745
13:07.8,5448,7,100,20.891
13:07.9,4821,7,100,21.11925
13:08.0,4658,7,100,21.078
13:08.1,4460,7,100,19.53525
13:08.2,4259,7,100,21.27875
13:08.3,4115,13,100,21.36125
13:08.4,4556,19,100,19.48025
13:08.5,4469,19,100,17.47825
13:08.6,4682,19,100,13.477
13:08.7,4808,18,100,14.91525
13:08.8,4931,18,100,14.55225
13:08.9,4863,18,100,13.29
13:09.0,4955,18,100,15.116
13:09.1,4981,18,100,14.91525
13:09.2,5121,18,100,15.34425
13:09.3,5280,38,100,14.3515
13:09.4,5547,38,100,14.269
13:09.5,5958,38,100,12.2285
13:09.6,6412,38,100,10.2815
13:09.7,6853,38,100,15.06375
13:09.8,7428,40,100,15.6275
13:09.9,7783,42,100,14.24425
13:10.0,8366,41,100,15.70725
13:10.1,7618,11,100,19.66725
13:10.2,7646,15,100,19.45275
13:10.3,7267,21,100,21.11925
13:10.4,7164,20,100,18.75425
13:10.5,7062,26,100,17.36
13:10.6,7350,34,100,15.46525
13:10.7,7205,34,100,13.532
13:10.8,7512,34,100,15.5065
13:10.9,7591,34,100,14.88775
13:11.0,7735,34,100,16.09775
13:11.1,7741,34,100,16.71375
13:11.2,7751,34,100,17.22525
13:11.3,7767,34,100,16.28475
13:11.4,7898,41,100,17.72025
13:11.5,8408,48,100,18.097
13:11.6,8848,34,100,16.447
13:11.7,8064,8,100,19.494
13:11.8,7874,8,100,21.012
13:11.9,7367,8,100,19.439
13:12.0,6980,12,100,21.06425
13:12.1,6788,14,100,19.50775
13:12.2,6467,32,100,16.83475
13:12.3,7170,34,100,17.371
13:12.4,7009,34,100,13.0755
13:12.5,7214,38,100,11.827
13:12.6,7332,42,100,14.55225
13:12.7,7578,45,100,15.0225
13:12.8,8019,53,100,16.1225
13:12.9,8234,52,100,17.01075
13:13.0,8411,49,100,15.55875
13:13.1,7958,6,100,16.821
13:13.2,6850,11,100,19.439
13:13.3,6583,11,100,21.21275
13:13.4,6208,19,100,19.56
13:13.5,6060,34,100,21.1055
13:13.6,7975,54,100,13.2625
13:13.7,9014,71,100,15.06375
13:13.8,9832,8,100,17.25
13:13.9,9254,17,100,17.38475
13:14.0,8263,7,100,19.4665
13:14.1,7815,7,100,21.1055
13:14.2,7278,7,100,21.1055
13:14.3,6975,9,100,21.133
13:14.4,6618,9,100,19.439
13:14.5,6345,9,100,21.199
13:14.6,6153,9,100,21.1715
13:14.7,5881,9,100,19.5875
13:14.8,5664,9,100,21.18525
13:14.9,5215,10,100,19.494
13:15.0,5004,11,100,21.24025
13:15.1,4873,11,100,20.44825
13:15.2,4518,11,100,21.24025
13:15.3,4486,11,100,19.8955
13:15.4,4876,23,100,20.45925
13:15.5,4985,24,100,16.21875
13:15.6,5128,24,100,14.5
13:15.7,4582,6,100,14.929
13:15.8,4133,9,100,13.85375
13:15.9,4586,17,100,20.891
13:16.0,4880,24,100,21.1055
13:16.1,4985,27,100,16.3645
13:16.2,5141,29,100,15.61375
13:16.3,5590,34,100,13.048
13:16.4,5821,35,100,14.8355
13:16.5,6184,36,100,15.22325
13:16.6,6412,36,100,13.61175
13:16.7,6808,36,100,15.18475
13:16.8,6800,36,100,14.43125
13:16.9,7030,36,100,16.10875
13:17.0,6397,12,100,14.082
13:17.1,6315,12,100,15.6
13:17.2,6353,12,100,16.43325
13:17.3,6231,12,100,18.35275
13:17.4,6139,12,100,19.90925
13:17.5,5817,13,100,20.84975
13:17.6,5709,16,100,21.11925
13:17.7,5557,22,100,19.62875
13:17.8,5605,22,100,20.8635
13:17.9,5673,22,100,19.4005
13:18.0,5488,22,100,16.029
13:18.1,5577,22,100,17.3985
13:18.2,5560,22,100,15.27825
13:18.3,5444,14,100,16.74125
13:18.4,5141,13,100,16.447
13:18.5,5217,13,100,16.4195
13:18.6,5877,34,100,12.81975
13:18.7,6247,29,100,11.6785
13:18.8,5920,18,100,11.18075
13:18.9,5929,18,100,15.6275
13:19.0,5799,18,100,13.9225
13:19.1,5628,18,100,14.753
13:19.2,5855,43,100,16.98325
13:19.3,6558,44,100,16.15
13:19.4,6880,44,100,13.61175
13:19.5,7278,44,100,12.26975
13:19.6,7307,45,100,11.9755
13:19.7,7500,51,100,14.8355
